backend,dim,dtype,solver,case,grid_size,tol,max_iter,repeat_runs,cycle,nu,omega,mg_coarse,coarse_steps,omp_num_threads,iterations,residual_l2,error_l2,error_linf,time_ms
cuda,2,double,mg,sine,639,1e-09,15,5,w,4,1.25,sor,16,,3,9.67662e-12,1.003989e-06,2.007979e-06,9.937
cuda,2,double,mg,sine,767,1e-09,15,5,v,4,1.25,exact,,,3,3.947916e-10,6.972171e-07,1.394437e-06,2.747
cuda,2,double,mg,sine,767,1e-09,15,5,v,4,1.25,sor,16,,3,3.94817e-10,6.972171e-07,1.394437e-06,2.891
cuda,2,double,mg,sine,767,1e-09,15,5,w,4,1.25,exact,,,3,1.382922e-11,6.972145e-07,1.394429e-06,15.08
cuda,2,double,mg,sine,767,1e-09,15,5,w,4,1.25,sor,16,,3,1.379443e-11,6.972145e-07,1.394429e-06,15.992
cuda,2,double,mg,sine,1023,1e-09,15,5,v,4,1.25,exact,,,3,7.974213e-10,3.922403e-07,7.844835e-07,4.544
cuda,2,double,mg,sine,1023,1e-09,15,5,v,4,1.25,sor,16,,3,7.973638e-10,3.922403e-07,7.844835e-07,4.57
cuda,2,double,mg,sine,1023,1e-09,15,5,w,4,1.25,exact,,,3,2.405078e-11,3.921829e-07,7.843658e-07,29.007
cuda,2,double,mg,sine,1023,1e-09,15,5,w,4,1.25,sor,16,,3,2.406919e-11,3.921829e-07,7.843658e-07,18.309
cuda,2,double,mg,sine,1023,1e-09,150,5,v,3,1.25,exact,,,4,2.713145e-10,3.92177e-07,7.843501e-07,5.996
cuda,2,double,mg,sine,1279,1e-09,15,5,v,4,1.25,exact,,,3,4.430488e-10,2.509976e-07,5.019951e-07,7.65
cuda,2,double,mg,sine,1279,1e-09,15,5,v,4,1.25,sor,16,,3,4.431565e-10,2.509976e-07,5.019951e-07,6.899
cuda,2,double,mg,sine,1279,1e-09,15,5,w,4,1.25,exact,,,3,3.712453e-11,2.509971e-07,5.019943e-07,60.904
cuda,2,double,mg,sine,1279,1e-09,15,5,w,4,1.25,sor,16,,3,3.717311e-11,2.509972e-07,5.019943e-07,22.328
cuda,2,double,mg,sine,1535,1e-09,15,5,v,4,1.25,exact,,,3,4.735901e-10,1.743061e-07,3.486148e-07,9.11
cuda,2,double,mg,sine,1535,1e-09,15,5,v,4,1.25,sor,16,,3,4.735981e-10,1.743061e-07,3.486148e-07,9.792
cuda,2,double,mg,sine,1535,1e-09,15,5,w,4,1.25,exact,,,3,5.310366e-11,1.743038e-07,3.486077e-07,36.983
cuda,2,double,mg,sine,1535,1e-09,15,5,w,4,1.25,sor,16,,3,5.312426e-11,1.743038e-07,3.486077e-07,34.987
cuda,2,double,mg,sine,2047,1e-09,15,5,v,4,1.25,exact,,,3,8.470251e-10,9.810289e-08,1.962088e-07,16.196
cuda,2,double,mg,sine,2047,1e-09,15,5,v,4,1.25,sor,16,,3,8.472577e-10,9.810291e-08,1.962088e-07,17.518
cuda,2,double,mg,sine,2047,1e-09,15,5,w,4,1.25,exact,,,3,9.281849e-11,9.804591e-08,1.960918e-07,61.687
cuda,2,double,mg,sine,2047,1e-09,15,5,w,4,1.25,sor,16,,3,9.294671e-11,9.804588e-08,1.960918e-07,45.477
cuda,2,double,mg,sine,2047,1e-09,150,5,v,3,1.25,exact,,,4,2.974561e-10,9.803966e-08,1.960755e-07,20.011
cuda,2,double,mg,sine,2559,1e-09,15,5,v,4,1.25,exact,,,3,5.363964e-10,6.274978e-08,1.254995e-07,37.595
cuda,2,double,mg,sine,2559,1e-09,15,5,v,4,1.25,sor,16,,3,5.363239e-10,6.274978e-08,1.254994e-07,33.172
cuda,2,double,mg,sine,2559,1e-09,15,5,w,4,1.25,exact,,,3,1.441039e-10,6.274945e-08,1.25499e-07,143.002
cuda,2,double,mg,sine,2559,1e-09,15,5,w,4,1.25,sor,16,,3,1.442337e-10,6.274942e-08,1.254989e-07,65.029
cuda,2,double,mg,sine,3071,1e-09,15,5,v,4,1.25,exact,,,3,5.905771e-10,4.357842e-08,8.715943e-08,51.684
cuda,2,double,mg,sine,3071,1e-09,15,5,v,4,1.25,sor,16,,3,5.903432e-10,4.357847e-08,8.715954e-08,47.786
cuda,2,double,mg,sine,3071,1e-09,15,5,w,4,1.25,exact,,,3,2.071201e-10,4.357568e-08,8.715158e-08,104.25
cuda,2,double,mg,sine,3071,1e-09,15,5,w,4,1.25,sor,16,,3,2.069993e-10,4.357568e-08,8.715157e-08,103.647
cuda,2,double,mg,sine,4095,1e-09,15,5,v,1,1.25,exact,,,11,4.65173e-10,2.451142e-08,4.902283e-08,124.419
cuda,2,double,mg,sine,4095,1e-09,15,5,v,1,1.25,sor,16,,11,4.652966e-10,2.451148e-08,4.902296e-08,110.443
cuda,2,double,mg,sine,4095,1e-09,15,5,v,2,1.25,exact,,,6,5.096938e-10,2.451147e-08,4.902429e-08,93.713
cuda,2,double,mg,sine,4095,1e-09,15,5,v,2,1.25,sor,16,,6,5.095537e-10,2.451146e-08,4.902424e-08,103.311
cuda,2,double,mg,sine,4095,1e-09,15,5,v,3,1.0,exact,,,7,4.196321e-10,2.440654e-08,4.881313e-08,139.396
cuda,2,double,mg,sine,4095,1e-09,15,5,v,3,1.0,sor,16,,7,4.198101e-10,2.440649e-08,4.881303e-08,124.741
cuda,2,double,mg,sine,4095,1e-09,15,5,v,3,1.05,exact,,,7,3.19521e-10,2.44863e-08,4.897256e-08,132.393
cuda,2,double,mg,sine,4095,1e-09,15,5,v,3,1.05,sor,16,,7,3.197354e-10,2.448631e-08,4.897259e-08,132.111
cuda,2,double,mg,sine,4095,1e-09,15,5,v,3,1.1,exact,,,6,6.019186e-10,2.43667e-08,4.873336e-08,112.387
cuda,2,double,mg,sine,4095,1e-09,15,5,v,3,1.1,sor,16,,6,6.016537e-10,2.436671e-08,4.873345e-08,116.45
cuda,2,double,mg,sine,4095,1e-09,15,5,v,3,1.15,exact,,,6,3.60726e-10,2.449879e-08,4.899771e-08,112.089
cuda,2,double,mg,sine,4095,1e-09,15,5,v,3,1.15,sor,16,,6,3.604675e-10,2.449877e-08,4.899767e-08,115.102
cuda,2,double,mg,sine,4095,1e-09,15,5,v,3,1.2,exact,,,5,3.936975e-10,2.449486e-08,4.898974e-08,113.314
cuda,2,double,mg,sine,4095,1e-09,15,5,v,3,1.2,sor,16,,5,3.938772e-10,2.449487e-08,4.898977e-08,114.99
cuda,2,double,mg,sine,4095,1e-09,15,5,v,3,1.25,exact,,,4,5.079855e-10,2.450536e-08,4.900689e-08,98.672
cuda,2,double,mg,sine,4095,1e-09,15,5,v,3,1.25,sor,1,,8,5.117297e-10,2.443865e-08,4.887708e-08,138.833
cuda,2,double,mg,sine,4095,1e-09,15,5,v,3,1.25,sor,2,,5,4.119755e-10,2.450099e-08,4.900153e-08,96.051
cuda,2,double,mg,sine,4095,1e-09,15,5,v,3,1.25,sor,4,,4,5.810509e-10,2.448142e-08,4.89587e-08,85.777
cuda,2,double,mg,sine,4095,1e-09,15,5,v,3,1.25,sor,6,,4,5.079319e-10,2.450548e-08,4.900718e-08,86.584
cuda,2,double,mg,sine,4095,1e-09,15,5,v,3,1.25,sor,8,,4,5.077812e-10,2.45054e-08,4.900702e-08,88.373
cuda,2,double,mg,sine,4095,1e-09,15,5,v,3,1.25,sor,12,,4,5.080795e-10,2.450534e-08,4.900689e-08,86.369
cuda,2,double,mg,sine,4095,1e-09,15,5,v,3,1.25,sor,16,,4,5.078831e-10,2.450536e-08,4.900691e-08,100.842
cuda,2,double,mg,sine,4095,1e-09,15,5,v,3,1.3,exact,,,5,9.350167e-10,2.467585e-08,4.935241e-08,102.326
cuda,2,double,mg,sine,4095,1e-09,15,5,v,3,1.3,sor,16,,5,9.348151e-10,2.467579e-08,4.935226e-08,103.899
cuda,2,double,mg,sine,4095,1e-09,15,5,v,3,1.35,exact,,,6,7.423751e-10,2.439678e-08,4.879352e-08,116.807
cuda,2,double,mg,sine,4095,1e-09,15,5,v,3,1.35,sor,16,,6,7.421174e-10,2.439679e-08,4.87936e-08,114.322
cuda,2,double,mg,sine,4095,1e-09,15,5,v,3,1.4,exact,,,7,5.649443e-10,2.457319e-08,4.91464e-08,127.475
cuda,2,double,mg,sine,4095,1e-09,15,5,v,3,1.4,sor,16,,7,5.648672e-10,2.457318e-08,4.91464e-08,132.866
cuda,2,double,mg,sine,4095,1e-09,15,5,v,3,1.45,exact,,,8,5.340877e-10,2.447352e-08,4.894691e-08,134.476
cuda,2,double,mg,sine,4095,1e-09,15,5,v,3,1.45,sor,16,,8,5.339215e-10,2.447358e-08,4.894705e-08,138.888
cuda,2,double,mg,sine,4095,1e-09,15,5,v,3,1.5,exact,,,9,5.828121e-10,2.454175e-08,4.908344e-08,152.494
cuda,2,double,mg,sine,4095,1e-09,15,5,v,3,1.5,sor,16,,9,5.825464e-10,2.454184e-08,4.908363e-08,151.696
cuda,2,double,mg,sine,4095,1e-09,15,5,v,4,1.25,exact,,,3,9.852368e-10,2.456858e-08,4.914017e-08,93.014
cuda,2,double,mg,sine,4095,1e-09,15,5,v,4,1.25,sor,1,,7,3.733271e-10,2.450312e-08,4.900635e-08,150.126
cuda,2,double,mg,sine,4095,1e-09,15,5,v,4,1.25,sor,2,,4,6.174746e-10,2.440773e-08,4.881551e-08,98.884
cuda,2,double,mg,sine,4095,1e-09,15,5,v,4,1.25,sor,4,,4,3.735974e-10,2.451295e-08,4.902556e-08,96.622
cuda,2,double,mg,sine,4095,1e-09,15,5,v,4,1.25,sor,6,,3,9.783614e-10,2.456748e-08,4.913795e-08,93.339
cuda,2,double,mg,sine,4095,1e-09,15,5,v,4,1.25,sor,8,,3,9.814157e-10,2.456803e-08,4.913904e-08,94.011
cuda,2,double,mg,sine,4095,1e-09,15,5,v,4,1.25,sor,12,,3,9.851005e-10,2.456858e-08,4.914015e-08,88.237
cuda,2,double,mg,sine,4095,1e-09,15,5,v,4,1.25,sor,16,,3,9.851861e-10,2.456864e-08,4.914026e-08,84.96
cuda,2,double,mg,sine,4095,1e-09,15,5,v,5,1.25,exact,,,3,3.909863e-10,2.450903e-08,4.901806e-08,94.537
cuda,2,double,mg,sine,4095,1e-09,15,5,v,5,1.25,sor,16,,3,3.913201e-10,2.450906e-08,4.901812e-08,96.044
cuda,2,double,mg,sine,4095,1e-09,15,5,w,1,1.25,exact,,,8,7.964823e-10,2.4512e-08,4.902403e-08,279.219
cuda,2,double,mg,sine,4095,1e-09,15,5,w,1,1.25,sor,16,,8,7.96322e-10,2.451194e-08,4.902387e-08,190.613
cuda,2,double,mg,sine,4095,1e-09,15,5,w,2,1.25,exact,,,5,4.032637e-10,2.451016e-08,4.902077e-08,222.712
cuda,2,double,mg,sine,4095,1e-09,15,5,w,2,1.25,sor,16,,5,4.033084e-10,2.451014e-08,4.902076e-08,168.439
cuda,2,double,mg,sine,4095,1e-09,15,5,w,3,1.0,exact,,,2,2.826345e-10,2.451134e-08,4.902273e-08,131.043
cuda,2,double,mg,sine,4095,1e-09,15,5,w,3,1.0,sor,16,,2,2.824996e-10,2.451136e-08,4.902273e-08,110.95
cuda,2,double,mg,sine,4095,1e-09,15,5,w,3,1.05,exact,,,2,3.317226e-10,2.451141e-08,4.902274e-08,126.275
cuda,2,double,mg,sine,4095,1e-09,15,5,w,3,1.05,sor,16,,2,3.318705e-10,2.451139e-08,4.902271e-08,102.502
cuda,2,double,mg,sine,4095,1e-09,15,5,w,3,1.1,exact,,,2,9.431406e-10,2.451136e-08,4.902269e-08,126.233
cuda,2,double,mg,sine,4095,1e-09,15,5,w,3,1.1,sor,16,,2,9.433102e-10,2.451129e-08,4.902254e-08,103.141
cuda,2,double,mg,sine,4095,1e-09,15,5,w,3,1.15,exact,,,3,3.432849e-10,2.451187e-08,4.902414e-08,171.574
cuda,2,double,mg,sine,4095,1e-09,15,5,w,3,1.15,sor,16,,3,3.43397e-10,2.451188e-08,4.90241e-08,135.334
cuda,2,double,mg,sine,4095,1e-09,15,5,w,3,1.2,exact,,,3,3.78716e-10,2.451157e-08,4.902311e-08,165.316
cuda,2,double,mg,sine,4095,1e-09,15,5,w,3,1.2,sor,16,,3,3.788189e-10,2.451158e-08,4.902315e-08,133.875
cuda,2,double,mg,sine,4095,1e-09,15,5,w,3,1.25,exact,,,3,7.791353e-10,2.451223e-08,4.902452e-08,161.784
cuda,2,double,mg,sine,4095,1e-09,15,5,w,3,1.25,sor,1,,3,7.793807e-10,2.451222e-08,4.902453e-08,121.633
cuda,2,double,mg,sine,4095,1e-09,15,5,w,3,1.25,sor,2,,3,7.797532e-10,2.451224e-08,4.902453e-08,127.206
cuda,2,double,mg,sine,4095,1e-09,15,5,w,3,1.25,sor,4,,3,7.79535e-10,2.451221e-08,4.902449e-08,127.096
cuda,2,double,mg,sine,4095,1e-09,15,5,w,3,1.25,sor,6,,3,7.79541e-10,2.451216e-08,4.90244e-08,128.944
cuda,2,double,mg,sine,4095,1e-09,15,5,w,3,1.25,sor,8,,3,7.793896e-10,2.45122e-08,4.902446e-08,130.4
cuda,2,double,mg,sine,4095,1e-09,15,5,w,3,1.25,sor,12,,3,7.795068e-10,2.451222e-08,4.902448e-08,131.16
cuda,2,double,mg,sine,4095,1e-09,15,5,w,3,1.25,sor,16,,3,7.795009e-10,2.451218e-08,4.902443e-08,134.327
cuda,2,double,mg,sine,4095,1e-09,15,5,w,3,1.3,exact,,,4,4.058202e-10,2.451166e-08,4.902341e-08,206.218
cuda,2,double,mg,sine,4095,1e-09,15,5,w,3,1.3,sor,16,,4,4.059393e-10,2.451174e-08,4.902359e-08,162.445
cuda,2,double,mg,sine,4095,1e-09,15,5,w,3,1.35,exact,,,4,4.782905e-10,2.45111e-08,4.902187e-08,206.469
cuda,2,double,mg,sine,4095,1e-09,15,5,w,3,1.35,sor,16,,4,4.781891e-10,2.451105e-08,4.902181e-08,161.648
cuda,2,double,mg,sine,4095,1e-09,15,5,w,3,1.4,exact,,,5,4.59991e-10,2.451133e-08,4.902273e-08,247.089
cuda,2,double,mg,sine,4095,1e-09,15,5,w,3,1.4,sor,16,,5,4.597812e-10,2.451133e-08,4.902273e-08,191.334
cuda,2,double,mg,sine,4095,1e-09,15,5,w,3,1.45,exact,,,5,5.805736e-10,2.451191e-08,4.902411e-08,250.842
cuda,2,double,mg,sine,4095,1e-09,15,5,w,3,1.45,sor,16,,5,5.804195e-10,2.451188e-08,4.9024e-08,191.11
cuda,2,double,mg,sine,4095,1e-09,15,5,w,3,1.5,exact,,,6,5.54542e-10,2.451185e-08,4.902319e-08,291.2
cuda,2,double,mg,sine,4095,1e-09,15,5,w,3,1.5,sor,16,,6,5.544345e-10,2.451179e-08,4.902301e-08,221.984
cuda,2,double,mg,sine,4095,1e-09,15,5,w,4,1.25,exact,,,3,3.667381e-10,2.451013e-08,4.902076e-08,180.892
cuda,2,double,mg,sine,4095,1e-09,15,5,w,4,1.25,sor,1,,3,3.668225e-10,2.451011e-08,4.902076e-08,140.577
cuda,2,double,mg,sine,4095,1e-09,15,5,w,4,1.25,sor,2,,3,3.666233e-10,2.451007e-08,4.902062e-08,143.511
cuda,2,double,mg,sine,4095,1e-09,15,5,w,4,1.25,sor,4,,3,3.667837e-10,2.451005e-08,4.902059e-08,147.279
cuda,2,double,mg,sine,4095,1e-09,15,5,w,4,1.25,sor,6,,3,3.6688e-10,2.451007e-08,4.902063e-08,153.056
cuda,2,double,mg,sine,4095,1e-09,15,5,w,4,1.25,sor,8,,3,3.668305e-10,2.451011e-08,4.902073e-08,164.297
cuda,2,double,mg,sine,4095,1e-09,15,5,w,4,1.25,sor,12,,3,3.668046e-10,2.451008e-08,4.902066e-08,147.135
cuda,2,double,mg,sine,4095,1e-09,15,5,w,4,1.25,sor,16,,3,3.66806e-10,2.451011e-08,4.902074e-08,146.648
cuda,2,double,mg,sine,4095,1e-09,15,5,w,5,1.25,exact,,,2,7.96632e-10,2.45114e-08,4.902265e-08,157.708
cuda,2,double,mg,sine,4095,1e-09,15,5,w,5,1.25,sor,16,,2,7.965677e-10,2.451137e-08,4.902263e-08,134.274
cuda,2,double,mg,sine,4095,1e-09,150,5,v,3,1.25,exact,,,4,5.079855e-10,2.450536e-08,4.900689e-08,101.128
cuda,2,double,sor,cosine,63,1e-09,10000,25,,,,,,,300,2.566321e-11,1.861234e-05,3.615085e-05,7.732
cuda,2,double,sor,cosine,95,1e-09,10000,25,,,,,,,450,4.282644e-11,8.274537e-06,1.60825e-05,9.598
cuda,2,double,sor,cosine,127,1e-09,10000,25,,,,,,,550,7.968848e-10,4.654896e-06,9.044184e-06,11.35
cuda,2,double,sor,cosine,159,1e-09,10000,25,,,,,,,700,6.952871e-10,2.979272e-06,5.79027e-06,12.742
cuda,2,double,sor,cosine,191,1e-09,10000,25,,,,,,,850,6.796937e-10,2.068991e-06,4.021334e-06,15.076
cuda,2,double,sor,cosine,255,1e-09,10000,25,,,,,,,1150,6.597448e-10,1.163837e-06,2.262062e-06,19.773
cuda,2,double,sor,cosine,319,1e-09,10000,25,,,,,,,1450,7.253402e-10,7.448642e-07,1.447659e-06,24.679
cuda,2,double,sor,cosine,383,1e-09,10000,25,,,,,,,1750,7.989327e-10,5.1727e-07,1.005378e-06,31.639
cuda,2,double,sor,cosine,511,1e-09,10000,25,,,,,,,2400,5.392038e-10,2.909662e-07,5.655292e-07,50.443
cuda,2,double,sor,sine,63,1e-09,10000,25,,,,,,,300,1.920522e-10,0.0001004109,0.0002008218,9.803
cuda,2,double,sor,sine,95,1e-09,10000,25,,,,,,,450,2.898503e-10,4.462408e-05,8.924816e-05,10.454
cuda,2,double,sor,sine,127,1e-09,10000,25,,,,,,,600,3.871911e-10,2.510046e-05,5.020091e-05,12.841
cuda,2,double,sor,sine,159,1e-09,10000,25,,,,,,,750,4.846279e-10,1.606412e-05,3.212823e-05,13.46
cuda,2,double,sor,sine,191,1e-09,10000,25,,,,,,,900,5.818452e-10,1.115557e-05,2.231114e-05,15.975
cuda,2,double,sor,sine,255,1e-09,10000,25,,,,,,,1200,7.761207e-10,6.27497e-06,1.254994e-05,21.522
cuda,2,double,sor,sine,319,1e-09,10000,25,,,,,,,1500,9.70261e-10,4.015969e-06,8.031938e-06,26.169
cuda,2,double,sor,sine,383,1e-09,10000,25,,,,,,,1850,5.288087e-10,2.788864e-06,5.577728e-06,31.823
cuda,2,double,sor,sine,511,1e-09,10000,25,,,,,,,2450,8.596582e-10,1.568733e-06,3.137466e-06,51.039
cuda,3,double,mg,cosine,31,1e-09,150,5,v,3,1.25,exact,,,6,4.4508e-10,4.638967e-05,0.0001265026,3.132
cuda,3,double,mg,cosine,39,1e-09,15,5,v,4,1.25,exact,,,6,1.42502e-10,2.974325e-05,8.09787e-05,25.02
cuda,3,double,mg,cosine,39,1e-09,15,5,v,4,1.25,sor,16,,6,1.425024e-10,2.974325e-05,8.09787e-05,1.167
cuda,3,double,mg,cosine,39,1e-09,15,5,w,4,1.25,exact,,,6,1.050508e-11,2.974326e-05,8.097872e-05,90.36
cuda,3,double,mg,cosine,39,1e-09,15,5,w,4,1.25,sor,16,,6,1.050431e-11,2.974326e-05,8.097872e-05,2.11
cuda,3,double,mg,cosine,47,1e-09,15,5,v,4,1.25,exact,,,6,1.617419e-10,2.067525e-05,5.638023e-05,1.51
cuda,3,double,mg,cosine,47,1e-09,15,5,v,4,1.25,sor,16,,6,1.617417e-10,2.067525e-05,5.638023e-05,1.443
cuda,3,double,mg,cosine,47,1e-09,15,5,w,4,1.25,exact,,,6,1.14907e-11,2.067525e-05,5.638025e-05,3.931
cuda,3,double,mg,cosine,47,1e-09,15,5,w,4,1.25,sor,16,,6,1.149102e-11,2.067525e-05,5.638025e-05,3.488
cuda,3,double,mg,cosine,63,1e-09,15,5,v,4,1.25,exact,,,6,2.015957e-10,1.164108e-05,3.174499e-05,4.492
cuda,3,double,mg,cosine,63,1e-09,15,5,v,4,1.25,sor,16,,6,2.015948e-10,1.164108e-05,3.174499e-05,2.553
cuda,3,double,mg,cosine,63,1e-09,15,5,w,4,1.25,exact,,,6,1.138834e-11,1.164109e-05,3.174501e-05,22.39
cuda,3,double,mg,cosine,63,1e-09,15,5,w,4,1.25,sor,16,,6,1.138871e-11,1.164109e-05,3.174501e-05,5.143
cuda,3,double,mg,cosine,63,1e-09,150,5,v,3,1.25,exact,,,7,2.447539e-11,1.164109e-05,3.174501e-05,4.79
cuda,3,double,mg,cosine,79,1e-09,15,5,v,4,1.25,exact,,,6,2.735437e-10,7.453612e-06,2.032603e-05,27.859
cuda,3,double,mg,cosine,79,1e-09,15,5,v,4,1.25,sor,16,,6,2.735439e-10,7.453612e-06,2.032603e-05,3.679
cuda,3,double,mg,cosine,79,1e-09,15,5,w,4,1.25,exact,,,6,1.217817e-11,7.453623e-06,2.032606e-05,182.719
cuda,3,double,mg,cosine,79,1e-09,15,5,w,4,1.25,sor,16,,6,1.217783e-11,7.453623e-06,2.032606e-05,6.737
cuda,3,double,mg,cosine,95,1e-09,15,5,v,4,1.25,exact,,,6,2.679285e-10,5.177369e-06,1.411878e-05,5.915
cuda,3,double,mg,cosine,95,1e-09,15,5,v,4,1.25,sor,16,,6,2.679291e-10,5.177369e-06,1.411878e-05,5.553
cuda,3,double,mg,cosine,95,1e-09,15,5,w,4,1.25,exact,,,6,1.311394e-11,5.17738e-06,1.411881e-05,12.284
cuda,3,double,mg,cosine,95,1e-09,15,5,w,4,1.25,sor,16,,6,1.31139e-11,5.17738e-06,1.411881e-05,11.112
cuda,3,double,mg,cosine,127,1e-09,15,5,v,4,1.25,exact,,,6,2.908997e-10,2.912965e-06,7.950997e-06,15.375
cuda,3,double,mg,cosine,127,1e-09,15,5,v,4,1.25,sor,16,,6,2.90902e-10,2.912965e-06,7.950997e-06,12.842
cuda,3,double,mg,cosine,127,1e-09,15,5,w,4,1.25,exact,,,6,1.513388e-11,2.912976e-06,7.951028e-06,56.72
cuda,3,double,mg,cosine,127,1e-09,15,5,w,4,1.25,sor,16,,6,1.513448e-11,2.912976e-06,7.951028e-06,18.326
cuda,3,double,mg,cosine,127,1e-09,150,5,v,3,1.25,exact,,,7,3.295882e-11,2.912975e-06,7.951025e-06,14.804
cuda,3,double,mg,cosine,159,1e-09,15,5,v,4,1.25,exact,,,6,3.530493e-10,1.864499e-06,5.090669e-06,47.716
cuda,3,double,mg,cosine,159,1e-09,15,5,v,4,1.25,sor,16,,6,3.530476e-10,1.864499e-06,5.090669e-06,23.002
cuda,3,double,mg,cosine,159,1e-09,15,5,w,4,1.25,exact,,,6,1.721826e-11,1.864512e-06,5.090706e-06,389.895
cuda,3,double,mg,cosine,159,1e-09,15,5,w,4,1.25,sor,16,,6,1.721684e-11,1.864512e-06,5.090706e-06,31.509
cuda,3,double,mg,cosine,191,1e-09,15,5,v,4,1.25,exact,,,6,3.452146e-10,1.294866e-06,3.535609e-06,57.561
cuda,3,double,mg,cosine,191,1e-09,15,5,v,4,1.25,sor,16,,6,3.452155e-10,1.294866e-06,3.535609e-06,56.62
cuda,3,double,mg,cosine,191,1e-09,15,5,w,4,1.25,exact,,,6,1.930984e-11,1.294878e-06,3.535643e-06,71.342
cuda,3,double,mg,cosine,191,1e-09,15,5,w,4,1.25,sor,16,,6,1.930904e-11,1.294878e-06,3.535643e-06,68.84
cuda,3,double,mg,cosine,255,1e-09,15,5,v,4,1.25,exact,,,6,3.734173e-10,7.284013e-07,1.988743e-06,145.52
cuda,3,double,mg,cosine,255,1e-09,15,5,v,4,1.25,sor,16,,6,3.73416e-10,7.284013e-07,1.988743e-06,130.074
cuda,3,double,mg,cosine,255,1e-09,15,5,w,4,1.25,exact,,,6,2.34886e-11,7.284126e-07,1.988778e-06,223.263
cuda,3,double,mg,cosine,255,1e-09,15,5,w,4,1.25,sor,16,,6,2.348754e-11,7.284126e-07,1.988778e-06,154.016
cuda,3,double,mg,cosine,255,1e-09,150,5,v,3,1.25,exact,,,7,3.917058e-11,7.284113e-07,1.988774e-06,134.344
cuda,3,double,mg,cosine,319,1e-09,15,5,v,4,1.25,exact,,,6,4.374316e-10,4.661836e-07,1.272838e-06,282.053
cuda,3,double,mg,cosine,319,1e-09,15,5,v,4,1.25,sor,16,,6,4.374285e-10,4.661836e-07,1.272838e-06,246.024
cuda,3,double,mg,cosine,319,1e-09,15,5,w,4,1.25,exact,,,6,2.76909e-11,4.66197e-07,1.272877e-06,974.034
cuda,3,double,mg,cosine,319,1e-09,15,5,w,4,1.25,sor,16,,6,2.769232e-11,4.66197e-07,1.272877e-06,268.956
cuda,3,double,mg,cosine,383,1e-09,15,5,v,1,1.25,exact,,,13,1.143389e-10,3.237528e-07,8.840071e-07,424.477
cuda,3,double,mg,cosine,383,1e-09,15,5,v,1,1.25,sor,16,,13,1.143433e-10,3.237528e-07,8.840071e-07,398.829
cuda,3,double,mg,cosine,383,1e-09,15,5,v,2,1.25,exact,,,7,7.197637e-10,3.237451e-07,8.839836e-07,404.75
cuda,3,double,mg,cosine,383,1e-09,15,5,v,2,1.25,sor,16,,7,7.197638e-10,3.237451e-07,8.839836e-07,382.659
cuda,3,double,mg,cosine,383,1e-09,15,5,v,3,1.0,exact,,,10,1.322405e-10,3.237494e-07,8.839965e-07,557.389
cuda,3,double,mg,cosine,383,1e-09,15,5,v,3,1.0,sor,16,,10,1.322437e-10,3.237494e-07,8.839965e-07,572.461
cuda,3,double,mg,cosine,383,1e-09,15,5,v,3,1.05,exact,,,9,4.26252e-10,3.237427e-07,8.83975e-07,524.284
cuda,3,double,mg,cosine,383,1e-09,15,5,v,3,1.05,sor,16,,9,4.262554e-10,3.237427e-07,8.83975e-07,536.186
cuda,3,double,mg,cosine,383,1e-09,15,5,v,3,1.1,exact,,,9,7.904486e-11,3.237508e-07,8.840008e-07,523.378
cuda,3,double,mg,cosine,383,1e-09,15,5,v,3,1.1,sor,16,,9,7.904486e-11,3.237508e-07,8.840008e-07,520.162
cuda,3,double,mg,cosine,383,1e-09,15,5,v,3,1.15,exact,,,8,2.46753e-10,3.237471e-07,8.839884e-07,478.865
cuda,3,double,mg,cosine,383,1e-09,15,5,v,3,1.15,sor,16,,8,2.46753e-10,3.237471e-07,8.839884e-07,488.363
cuda,3,double,mg,cosine,383,1e-09,15,5,v,3,1.2,exact,,,7,7.426168e-10,3.237361e-07,8.839526e-07,427.741
cuda,3,double,mg,cosine,383,1e-09,15,5,v,3,1.2,sor,16,,7,7.426169e-10,3.237361e-07,8.839526e-07,437.243
cuda,3,double,mg,cosine,383,1e-09,15,5,v,3,1.25,exact,,,7,3.822261e-11,3.237518e-07,8.840041e-07,452.526
cuda,3,double,mg,cosine,383,1e-09,15,5,v,3,1.25,sor,1,,7,3.822442e-11,3.237518e-07,8.840041e-07,472.604
cuda,3,double,mg,cosine,383,1e-09,15,5,v,3,1.25,sor,2,,7,3.823121e-11,3.237518e-07,8.840041e-07,458.384
cuda,3,double,mg,cosine,383,1e-09,15,5,v,3,1.25,sor,4,,7,3.822537e-11,3.237518e-07,8.840041e-07,463.138
cuda,3,double,mg,cosine,383,1e-09,15,5,v,3,1.25,sor,6,,7,3.822585e-11,3.237518e-07,8.840041e-07,461.8
cuda,3,double,mg,cosine,383,1e-09,15,5,v,3,1.25,sor,8,,7,3.822582e-11,3.237518e-07,8.840041e-07,474.176
cuda,3,double,mg,cosine,383,1e-09,15,5,v,3,1.25,sor,12,,7,3.822553e-11,3.237518e-07,8.840041e-07,485.177
cuda,3,double,mg,cosine,383,1e-09,15,5,v,3,1.25,sor,16,,7,3.822265e-11,3.237518e-07,8.840041e-07,500.205
cuda,3,double,mg,cosine,383,1e-09,15,5,v,3,1.3,exact,,,7,1.857012e-11,3.237528e-07,8.840071e-07,467.812
