backend,dim,dtype,solver,case,grid_size,tol,max_iter,repeat_runs,cycle,nu,omega,mg_coarse,coarse_steps,omp_num_threads,iterations,residual_l2,error_l2,error_linf,time_ms
cuda,3,double,mg,cosine,383,1e-09,15,5,v,3,1.3,sor,16,,7,1.857193e-11,3.237528e-07,8.840071e-07,429.783
cuda,3,double,mg,cosine,383,1e-09,15,5,v,3,1.35,exact,,,8,2.437846e-11,3.237528e-07,8.840071e-07,475.559
cuda,3,double,mg,cosine,383,1e-09,15,5,v,3,1.35,sor,16,,8,2.437796e-11,3.237528e-07,8.840071e-07,496.478
cuda,3,double,mg,cosine,383,1e-09,15,5,v,3,1.4,exact,,,8,7.11166e-10,3.237528e-07,8.840073e-07,480.628
cuda,3,double,mg,cosine,383,1e-09,15,5,v,3,1.4,sor,16,,8,7.11166e-10,3.237528e-07,8.840073e-07,488.563
cuda,3,double,mg,cosine,383,1e-09,15,5,v,3,1.45,exact,,,9,5.424326e-10,3.237528e-07,8.840067e-07,524.645
cuda,3,double,mg,cosine,383,1e-09,15,5,v,3,1.45,sor,16,,9,5.424341e-10,3.237528e-07,8.840067e-07,526.494
cuda,3,double,mg,cosine,383,1e-09,15,5,v,3,1.5,exact,,,10,5.432044e-10,3.237527e-07,8.840076e-07,559.694
cuda,3,double,mg,cosine,383,1e-09,15,5,v,3,1.5,sor,16,,10,5.432075e-10,3.237527e-07,8.840076e-07,558.914
cuda,3,double,mg,cosine,383,1e-09,15,5,v,4,1.25,exact,,,6,4.448331e-10,3.237407e-07,8.839715e-07,455.906
cuda,3,double,mg,cosine,383,1e-09,15,5,v,4,1.25,sor,1,,6,4.448324e-10,3.237407e-07,8.839715e-07,522.269
cuda,3,double,mg,cosine,383,1e-09,15,5,v,4,1.25,sor,2,,6,4.44837e-10,3.237407e-07,8.839715e-07,496.116
cuda,3,double,mg,cosine,383,1e-09,15,5,v,4,1.25,sor,4,,6,4.448335e-10,3.237407e-07,8.839715e-07,494.16
cuda,3,double,mg,cosine,383,1e-09,15,5,v,4,1.25,sor,6,,6,4.448351e-10,3.237407e-07,8.839715e-07,463.559
cuda,3,double,mg,cosine,383,1e-09,15,5,v,4,1.25,sor,8,,6,4.448308e-10,3.237407e-07,8.839715e-07,449.081
cuda,3,double,mg,cosine,383,1e-09,15,5,v,4,1.25,sor,12,,6,4.448312e-10,3.237407e-07,8.839715e-07,456.532
cuda,3,double,mg,cosine,383,1e-09,15,5,v,4,1.25,sor,16,,6,4.448324e-10,3.237407e-07,8.839715e-07,465.157
cuda,3,double,mg,cosine,383,1e-09,15,5,v,5,1.25,exact,,,6,1.418087e-10,3.237487e-07,8.839951e-07,566.01
cuda,3,double,mg,cosine,383,1e-09,15,5,v,5,1.25,sor,16,,6,1.418051e-10,3.237487e-07,8.839951e-07,513.467
cuda,3,double,mg,cosine,383,1e-09,15,5,w,1,1.25,exact,,,12,4.972678e-10,3.237528e-07,8.840071e-07,441.722
cuda,3,double,mg,cosine,383,1e-09,15,5,w,1,1.25,sor,16,,12,4.972705e-10,3.237528e-07,8.840071e-07,446.661
cuda,3,double,mg,cosine,383,1e-09,15,5,w,2,1.25,exact,,,7,4.018427e-10,3.237528e-07,8.840071e-07,409.074
cuda,3,double,mg,cosine,383,1e-09,15,5,w,2,1.25,sor,16,,7,4.018408e-10,3.237528e-07,8.840071e-07,445.192
cuda,3,double,mg,cosine,383,1e-09,15,5,w,3,1.0,exact,,,9,6.726635e-11,3.237528e-07,8.840071e-07,609.004
cuda,3,double,mg,cosine,383,1e-09,15,5,w,3,1.0,sor,16,,9,6.726789e-11,3.237528e-07,8.840071e-07,589.73
cuda,3,double,mg,cosine,383,1e-09,15,5,w,3,1.05,exact,,,8,3.594925e-10,3.237528e-07,8.840071e-07,554.057
cuda,3,double,mg,cosine,383,1e-09,15,5,w,3,1.05,sor,16,,8,3.594908e-10,3.237528e-07,8.840071e-07,548.889
cuda,3,double,mg,cosine,383,1e-09,15,5,w,3,1.1,exact,,,8,7.155607e-11,3.237528e-07,8.840071e-07,556.348
cuda,3,double,mg,cosine,383,1e-09,15,5,w,3,1.1,sor,16,,8,7.155607e-11,3.237528e-07,8.840071e-07,549.952
cuda,3,double,mg,cosine,383,1e-09,15,5,w,3,1.15,exact,,,7,3.9468e-10,3.237528e-07,8.840071e-07,505.927
cuda,3,double,mg,cosine,383,1e-09,15,5,w,3,1.15,sor,16,,7,3.946793e-10,3.237528e-07,8.840071e-07,501.919
cuda,3,double,mg,cosine,383,1e-09,15,5,w,3,1.2,exact,,,7,4.277011e-11,3.237528e-07,8.840071e-07,512.399
cuda,3,double,mg,cosine,383,1e-09,15,5,w,3,1.2,sor,16,,7,4.277107e-11,3.237528e-07,8.840071e-07,550.271
cuda,3,double,mg,cosine,383,1e-09,15,5,w,3,1.25,exact,,,6,1.65445e-10,3.237528e-07,8.840071e-07,457.84
cuda,3,double,mg,cosine,383,1e-09,15,5,w,3,1.25,sor,1,,6,1.654433e-10,3.237528e-07,8.840071e-07,468.232
cuda,3,double,mg,cosine,383,1e-09,15,5,w,3,1.25,sor,2,,6,1.654458e-10,3.237528e-07,8.840071e-07,454.603
cuda,3,double,mg,cosine,383,1e-09,15,5,w,3,1.25,sor,4,,6,1.654466e-10,3.237528e-07,8.840071e-07,453.066
cuda,3,double,mg,cosine,383,1e-09,15,5,w,3,1.25,sor,6,,6,1.65448e-10,3.237528e-07,8.840071e-07,480.466
cuda,3,double,mg,cosine,383,1e-09,15,5,w,3,1.25,sor,8,,6,1.654482e-10,3.237528e-07,8.840071e-07,496.343
cuda,3,double,mg,cosine,383,1e-09,15,5,w,3,1.25,sor,12,,6,1.654458e-10,3.237528e-07,8.840071e-07,598.913
cuda,3,double,mg,cosine,383,1e-09,15,5,w,3,1.25,sor,16,,6,1.654466e-10,3.237528e-07,8.840071e-07,466.208
cuda,3,double,mg,cosine,383,1e-09,15,5,w,3,1.3,exact,,,6,7.379105e-10,3.237528e-07,8.840071e-07,442.452
cuda,3,double,mg,cosine,383,1e-09,15,5,w,3,1.3,sor,16,,6,7.379099e-10,3.237528e-07,8.840071e-07,453.594
cuda,3,double,mg,cosine,383,1e-09,15,5,w,3,1.35,exact,,,7,3.437516e-10,3.237528e-07,8.840071e-07,503.793
cuda,3,double,mg,cosine,383,1e-09,15,5,w,3,1.35,sor,16,,7,3.437542e-10,3.237528e-07,8.840071e-07,489.229
cuda,3,double,mg,cosine,383,1e-09,15,5,w,3,1.4,exact,,,8,1.445632e-10,3.237528e-07,8.840071e-07,558.083
cuda,3,double,mg,cosine,383,1e-09,15,5,w,3,1.4,sor,16,,8,1.445624e-10,3.237528e-07,8.840071e-07,537.388
cuda,3,double,mg,cosine,383,1e-09,15,5,w,3,1.45,exact,,,9,7.238456e-11,3.237528e-07,8.840071e-07,601.714
cuda,3,double,mg,cosine,383,1e-09,15,5,w,3,1.45,sor,16,,9,7.23853e-11,3.237528e-07,8.840071e-07,593.152
cuda,3,double,mg,cosine,383,1e-09,15,5,w,3,1.5,exact,,,9,9.742639e-10,3.237528e-07,8.840071e-07,609.451
cuda,3,double,mg,cosine,383,1e-09,15,5,w,3,1.5,sor,16,,9,9.742664e-10,3.237528e-07,8.840071e-07,600.807
cuda,3,double,mg,cosine,383,1e-09,15,5,w,4,1.25,exact,,,6,3.190742e-11,3.237528e-07,8.840071e-07,528.926
cuda,3,double,mg,cosine,383,1e-09,15,5,w,4,1.25,sor,1,,6,3.19089e-11,3.237528e-07,8.840071e-07,576.805
cuda,3,double,mg,cosine,383,1e-09,15,5,w,4,1.25,sor,2,,6,3.190847e-11,3.237528e-07,8.840071e-07,554.329
cuda,3,double,mg,cosine,383,1e-09,15,5,w,4,1.25,sor,4,,6,3.190939e-11,3.237528e-07,8.840071e-07,559.363
cuda,3,double,mg,cosine,383,1e-09,15,5,w,4,1.25,sor,6,,6,3.190823e-11,3.237528e-07,8.840071e-07,537.984
cuda,3,double,mg,cosine,383,1e-09,15,5,w,4,1.25,sor,8,,6,3.190836e-11,3.237528e-07,8.840071e-07,532.289
cuda,3,double,mg,cosine,383,1e-09,15,5,w,4,1.25,sor,12,,6,3.190984e-11,3.237528e-07,8.840071e-07,518.328
cuda,3,double,mg,cosine,383,1e-09,15,5,w,4,1.25,sor,16,,6,3.190839e-11,3.237528e-07,8.840071e-07,520.78
cuda,3,double,mg,cosine,383,1e-09,15,5,w,5,1.25,exact,,,6,1.109976e-11,3.237528e-07,8.840071e-07,653.064
cuda,3,double,mg,cosine,383,1e-09,15,5,w,5,1.25,sor,16,,6,1.110187e-11,3.237528e-07,8.840071e-07,603.051
cuda,3,double,mg,sine,31,1e-09,150,5,v,3,1.25,exact,,,6,3.866394e-10,0.0002841075,0.0008035775,2.974
cuda,3,double,mg,sine,39,1e-09,15,5,v,4,1.25,exact,,,6,1.029861e-10,0.0001817973,0.0005142004,23.128
cuda,3,double,mg,sine,39,1e-09,15,5,v,4,1.25,sor,16,,6,1.029884e-10,0.0001817973,0.0005142004,1.135
cuda,3,double,mg,sine,39,1e-09,15,5,w,4,1.25,exact,,,4,2.159983e-10,0.0001817973,0.0005142004,59.796
cuda,3,double,mg,sine,39,1e-09,15,5,w,4,1.25,sor,16,,4,2.160016e-10,0.0001817973,0.0005142004,1.557
cuda,3,double,mg,sine,47,1e-09,15,5,v,4,1.25,exact,,,6,9.588656e-11,0.0001262362,0.00035705,1.87
cuda,3,double,mg,sine,47,1e-09,15,5,v,4,1.25,sor,16,,6,9.588826e-11,0.0001262362,0.00035705,1.421
cuda,3,double,mg,sine,47,1e-09,15,5,w,4,1.25,exact,,,4,5.821197e-11,0.0001262362,0.00035705,2.888
cuda,3,double,mg,sine,47,1e-09,15,5,w,4,1.25,sor,16,,4,5.82125e-11,0.0001262362,0.00035705,2.399
cuda,3,double,mg,sine,63,1e-09,15,5,v,4,1.25,exact,,,6,9.557753e-11,7.100121e-05,0.0002008218,4.521
cuda,3,double,mg,sine,63,1e-09,15,5,v,4,1.25,sor,16,,6,9.557771e-11,7.100121e-05,0.0002008218,2.384
cuda,3,double,mg,sine,63,1e-09,15,5,w,4,1.25,exact,,,4,7.36843e-12,7.100123e-05,0.0002008218,15.5
cuda,3,double,mg,sine,63,1e-09,15,5,w,4,1.25,sor,16,,4,7.366554e-12,7.100123e-05,0.0002008218,3.571
cuda,3,double,mg,sine,63,1e-09,150,5,v,3,1.25,exact,,,6,4.725824e-10,7.100115e-05,0.0002008216,4.17
cuda,3,double,mg,sine,79,1e-09,15,5,v,4,1.25,exact,,,6,1.196778e-10,4.54388e-05,0.0001285203,26.204
cuda,3,double,mg,sine,79,1e-09,15,5,v,4,1.25,sor,16,,6,1.196773e-10,4.54388e-05,0.0001285203,3.569
cuda,3,double,mg,sine,79,1e-09,15,5,w,4,1.25,exact,,,4,1.563978e-12,4.543882e-05,0.0001285204,123.255
cuda,3,double,mg,sine,79,1e-09,15,5,w,4,1.25,sor,16,,4,1.56433e-12,4.543882e-05,0.0001285204,5.12
cuda,3,double,mg,sine,95,1e-09,15,5,v,4,1.25,exact,,,6,1.067519e-10,3.155397e-05,8.924811e-05,6.007
cuda,3,double,mg,sine,95,1e-09,15,5,v,4,1.25,sor,16,,6,1.067527e-10,3.155397e-05,8.924811e-05,5.485
cuda,3,double,mg,sine,95,1e-09,15,5,w,4,1.25,exact,,,3,8.276834e-10,3.155392e-05,8.924795e-05,7.06
cuda,3,double,mg,sine,95,1e-09,15,5,w,4,1.25,sor,16,,3,8.276838e-10,3.155392e-05,8.924795e-05,6.579
cuda,3,double,mg,sine,127,1e-09,15,5,v,4,1.25,exact,,,6,1.01496e-10,1.774869e-05,5.020086e-05,15.463
cuda,3,double,mg,sine,127,1e-09,15,5,v,4,1.25,sor,16,,6,1.014963e-10,1.774869e-05,5.020086e-05,12.409
cuda,3,double,mg,sine,127,1e-09,15,5,w,4,1.25,exact,,,3,2.467765e-10,1.774869e-05,5.020088e-05,31.501
cuda,3,double,mg,sine,127,1e-09,15,5,w,4,1.25,sor,16,,3,2.467767e-10,1.774869e-05,5.020088e-05,12.033
cuda,3,double,mg,sine,127,1e-09,150,5,v,3,1.25,exact,,,6,4.96422e-10,1.774862e-05,5.020067e-05,12.333
cuda,3,double,mg,sine,159,1e-09,15,5,v,4,1.25,exact,,,6,1.239563e-10,1.135902e-05,3.212817e-05,49.701
cuda,3,double,mg,sine,159,1e-09,15,5,v,4,1.25,sor,16,,6,1.239627e-10,1.135902e-05,3.212817e-05,22.477
cuda,3,double,mg,sine,159,1e-09,15,5,w,4,1.25,exact,,,3,1.017332e-10,1.135904e-05,3.212823e-05,195.382
cuda,3,double,mg,sine,159,1e-09,15,5,w,4,1.25,sor,16,,3,1.017333e-10,1.135904e-05,3.212823e-05,20.214
cuda,3,double,mg,sine,191,1e-09,15,5,v,4,1.25,exact,,,6,1.092762e-10,7.888161e-06,2.231109e-05,55.613
cuda,3,double,mg,sine,191,1e-09,15,5,v,4,1.25,sor,16,,6,1.092724e-10,7.888161e-06,2.231109e-05,53.574
cuda,3,double,mg,sine,191,1e-09,15,5,w,4,1.25,exact,,,3,5.058602e-11,7.88818e-06,2.231114e-05,45.387
cuda,3,double,mg,sine,191,1e-09,15,5,w,4,1.25,sor,16,,3,5.058673e-11,7.88818e-06,2.231114e-05,41.952
cuda,3,double,mg,sine,255,1e-09,15,5,v,4,1.25,exact,,,6,1.023865e-10,4.437057e-06,1.254989e-05,138.417
cuda,3,double,mg,sine,255,1e-09,15,5,v,4,1.25,sor,16,,6,1.023781e-10,4.437057e-06,1.254989e-05,126.199
cuda,3,double,mg,sine,255,1e-09,15,5,w,4,1.25,exact,,,3,1.78605e-11,4.437076e-06,1.254994e-05,125.026
cuda,3,double,mg,sine,255,1e-09,15,5,w,4,1.25,sor,16,,3,1.785849e-11,4.437076e-06,1.254994e-05,93.739
cuda,3,double,mg,sine,255,1e-09,150,5,v,3,1.25,exact,,,6,5.019013e-10,4.436989e-06,1.25497e-05,122.17
cuda,3,double,mg,sine,319,1e-09,15,5,v,4,1.25,exact,,,6,1.240711e-10,2.839698e-06,8.031879e-06,277.392
cuda,3,double,mg,sine,319,1e-09,15,5,v,4,1.25,sor,16,,6,1.240698e-10,2.839698e-06,8.031879e-06,246.938
cuda,3,double,mg,sine,319,1e-09,15,5,w,4,1.25,exact,,,3,9.223487e-12,2.839721e-06,8.031943e-06,551.507
cuda,3,double,mg,sine,319,1e-09,15,5,w,4,1.25,sor,16,,3,9.220729e-12,2.839721e-06,8.031943e-06,171.951
cuda,3,double,mg,sine,383,1e-09,15,5,v,1,1.25,exact,,,9,6.265071e-10,1.971983e-06,5.577609e-06,372.899
cuda,3,double,mg,sine,383,1e-09,15,5,v,1,1.25,sor,16,,9,6.265094e-10,1.971983e-06,5.577609e-06,321.557
cuda,3,double,mg,sine,383,1e-09,15,5,v,2,1.25,exact,,,7,1.00852e-10,1.972013e-06,5.577696e-06,390.355
cuda,3,double,mg,sine,383,1e-09,15,5,v,2,1.25,sor,16,,7,1.008568e-10,1.972013e-06,5.577696e-06,381.359
cuda,3,double,mg,sine,383,1e-09,15,5,v,3,1.0,exact,,,9,2.608454e-10,1.97196e-06,5.577545e-06,541.985
cuda,3,double,mg,sine,383,1e-09,15,5,v,3,1.0,sor,16,,9,2.608446e-10,1.97196e-06,5.577545e-06,515.714
cuda,3,double,mg,sine,383,1e-09,15,5,v,3,1.05,exact,,,8,9.512079e-10,1.9718e-06,5.577091e-06,465.447
cuda,3,double,mg,sine,383,1e-09,15,5,v,3,1.05,sor,16,,8,9.512087e-10,1.9718e-06,5.577091e-06,459.48
cuda,3,double,mg,sine,383,1e-09,15,5,v,3,1.1,exact,,,8,2.337355e-10,1.971973e-06,5.577581e-06,488.05
cuda,3,double,mg,sine,383,1e-09,15,5,v,3,1.1,sor,16,,8,2.337381e-10,1.971973e-06,5.577581e-06,482.906
cuda,3,double,mg,sine,383,1e-09,15,5,v,3,1.15,exact,,,7,9.105563e-10,1.971834e-06,5.577188e-06,427.888
cuda,3,double,mg,sine,383,1e-09,15,5,v,3,1.15,sor,16,,7,9.10558e-10,1.971834e-06,5.577188e-06,454.936
cuda,3,double,mg,sine,383,1e-09,15,5,v,3,1.2,exact,,,7,1.352476e-10,1.971999e-06,5.577655e-06,426.375
cuda,3,double,mg,sine,383,1e-09,15,5,v,3,1.2,sor,16,,7,1.352456e-10,1.971999e-06,5.577655e-06,438.466
cuda,3,double,mg,sine,383,1e-09,15,5,v,3,1.25,exact,,,6,3.900877e-10,1.971958e-06,5.577539e-06,385.795
cuda,3,double,mg,sine,383,1e-09,15,5,v,3,1.25,sor,1,,6,7.962495e-10,1.971886e-06,5.577336e-06,416.552
cuda,3,double,mg,sine,383,1e-09,15,5,v,3,1.25,sor,2,,6,2.729687e-10,1.971978e-06,5.577597e-06,392.38
cuda,3,double,mg,sine,383,1e-09,15,5,v,3,1.25,sor,4,,6,3.990491e-10,1.971956e-06,5.577534e-06,404.377
cuda,3,double,mg,sine,383,1e-09,15,5,v,3,1.25,sor,6,,6,3.896155e-10,1.971958e-06,5.577539e-06,400.203
cuda,3,double,mg,sine,383,1e-09,15,5,v,3,1.25,sor,8,,6,3.901048e-10,1.971958e-06,5.577539e-06,397.847
cuda,3,double,mg,sine,383,1e-09,15,5,v,3,1.25,sor,12,,6,3.900884e-10,1.971958e-06,5.577539e-06,398.715
cuda,3,double,mg,sine,383,1e-09,15,5,v,3,1.25,sor,16,,6,3.900915e-10,1.971958e-06,5.577539e-06,394.916
cuda,3,double,mg,sine,383,1e-09,15,5,v,3,1.3,exact,,,5,7.043174e-10,1.971946e-06,5.577506e-06,356.75
cuda,3,double,mg,sine,383,1e-09,15,5,v,3,1.3,sor,16,,5,7.043114e-10,1.971946e-06,5.577506e-06,350.492
cuda,3,double,mg,sine,383,1e-09,15,5,v,3,1.35,exact,,,5,6.365253e-10,1.972025e-06,5.577725e-06,359.046
cuda,3,double,mg,sine,383,1e-09,15,5,v,3,1.35,sor,16,,5,6.365229e-10,1.972025e-06,5.577725e-06,358.026
cuda,3,double,mg,sine,383,1e-09,15,5,v,3,1.4,exact,,,6,2.936787e-10,1.97202e-06,5.577717e-06,401.375
cuda,3,double,mg,sine,383,1e-09,15,5,v,3,1.4,sor,16,,6,2.936797e-10,1.97202e-06,5.577717e-06,388.883
cuda,3,double,mg,sine,383,1e-09,15,5,v,3,1.45,exact,,,7,1.874237e-10,1.972039e-06,5.577766e-06,427.869
cuda,3,double,mg,sine,383,1e-09,15,5,v,3,1.45,sor,16,,7,1.874263e-10,1.972039e-06,5.577766e-06,428.589
cuda,3,double,mg,sine,383,1e-09,15,5,v,3,1.5,exact,,,8,1.851205e-10,1.972007e-06,5.577678e-06,481.237
cuda,3,double,mg,sine,383,1e-09,15,5,v,3,1.5,sor,16,,8,1.851205e-10,1.972007e-06,5.577678e-06,464.255
cuda,3,double,mg,sine,383,1e-09,15,5,v,4,1.25,exact,,,6,1.084548e-10,1.972005e-06,5.577673e-06,468.668
cuda,3,double,mg,sine,383,1e-09,15,5,v,4,1.25,sor,1,,6,1.34468e-10,1.972001e-06,5.57766e-06,532.486
cuda,3,double,mg,sine,383,1e-09,15,5,v,4,1.25,sor,2,,6,9.799466e-11,1.972007e-06,5.577679e-06,474.191
cuda,3,double,mg,sine,383,1e-09,15,5,v,4,1.25,sor,4,,6,1.091756e-10,1.972005e-06,5.577673e-06,537.627
cuda,3,double,mg,sine,383,1e-09,15,5,v,4,1.25,sor,6,,6,1.084168e-10,1.972005e-06,5.577673e-06,479.784
cuda,3,double,mg,sine,383,1e-09,15,5,v,4,1.25,sor,8,,6,1.084584e-10,1.972005e-06,5.577673e-06,522.297
cuda,3,double,mg,sine,383,1e-09,15,5,v,4,1.25,sor,12,,6,1.084617e-10,1.972005e-06,5.577673e-06,485.031
cuda,3,double,mg,sine,383,1e-09,15,5,v,4,1.25,sor,16,,6,1.08456e-10,1.972005e-06,5.577673e-06,457.159
cuda,3,double,mg,sine,383,1e-09,15,5,v,5,1.25,exact,,,6,3.595381e-11,1.972019e-06,5.577711e-06,533.92
cuda,3,double,mg,sine,383,1e-09,15,5,v,5,1.25,sor,16,,6,3.595339e-11,1.972019e-06,5.577711e-06,529.659
cuda,3,double,mg,sine,383,1e-09,15,5,w,1,1.25,exact,,,9,1.245684e-10,1.972025e-06,5.57773e-06,364.637
cuda,3,double,mg,sine,383,1e-09,15,5,w,1,1.25,sor,16,,9,1.245672e-10,1.972025e-06,5.57773e-06,357.529
cuda,3,double,mg,sine,383,1e-09,15,5,w,2,1.25,exact,,,5,1.168922e-11,1.972025e-06,5.57773e-06,328.74
cuda,3,double,mg,sine,383,1e-09,15,5,w,2,1.25,sor,16,,5,1.169002e-11,1.972025e-06,5.57773e-06,330.515
cuda,3,double,mg,sine,383,1e-09,15,5,w,3,1.0,exact,,,3,1.116244e-11,1.972025e-06,5.57773e-06,295.547
cuda,3,double,mg,sine,383,1e-09,15,5,w,3,1.0,sor,16,,3,1.11612e-11,1.972025e-06,5.57773e-06,306.583
cuda,3,double,mg,sine,383,1e-09,15,5,w,3,1.05,exact,,,3,4.374799e-12,1.972025e-06,5.57773e-06,285.148
cuda,3,double,mg,sine,383,1e-09,15,5,w,3,1.05,sor,16,,3,4.3748e-12,1.972025e-06,5.57773e-06,287.51
cuda,3,double,mg,sine,383,1e-09,15,5,w,3,1.1,exact,,,3,5.542025e-12,1.972025e-06,5.57773e-06,297.351
cuda,3,double,mg,sine,383,1e-09,15,5,w,3,1.1,sor,16,,3,5.541801e-12,1.972025e-06,5.57773e-06,290.58
cuda,3,double,mg,sine,383,1e-09,15,5,w,3,1.15,exact,,,3,9.139002e-12,1.972025e-06,5.57773e-06,304.007
cuda,3,double,mg,sine,383,1e-09,15,5,w,3,1.15,sor,16,,3,9.138473e-12,1.972025e-06,5.57773e-06,296.113
cuda,3,double,mg,sine,383,1e-09,15,5,w,3,1.2,exact,,,3,9.073589e-11,1.972025e-06,5.57773e-06,307.129
cuda,3,double,mg,sine,383,1e-09,15,5,w,3,1.2,sor,16,,3,9.073454e-11,1.972025e-06,5.57773e-06,285.058
cuda,3,double,mg,sine,383,1e-09,15,5,w,3,1.25,exact,,,3,5.715319e-10,1.972025e-06,5.57773e-06,356.409
cuda,3,double,mg,sine,383,1e-09,15,5,w,3,1.25,sor,1,,3,5.715324e-10,1.972025e-06,5.57773e-06,302.193
cuda,3,double,mg,sine,383,1e-09,15,5,w,3,1.25,sor,2,,3,5.715312e-10,1.972025e-06,5.57773e-06,314.724
cuda,3,double,mg,sine,383,1e-09,15,5,w,3,1.25,sor,4,,3,5.715306e-10,1.972025e-06,5.57773e-06,302.919
cuda,3,double,mg,sine,383,1e-09,15,5,w,3,1.25,sor,6,,3,5.715314e-10,1.972025e-06,5.57773e-06,315.2
cuda,3,double,mg,sine,383,1e-09,15,5,w,3,1.25,sor,8,,3,5.715303e-10,1.972025e-06,5.57773e-06,306.99
cuda,3,double,mg,sine,383,1e-09,15,5,w,3,1.25,sor,12,,3,5.715317e-10,1.972025e-06,5.57773e-06,306.376
cuda,3,double,mg,sine,383,1e-09,15,5,w,3,1.25,sor,16,,3,5.715315e-10,1.972025e-06,5.57773e-06,363.396
cuda,3,double,mg,sine,383,1e-09,15,5,w,3,1.3,exact,,,4,1.222875e-11,1.972025e-06,5.57773e-06,351.075
cuda,3,double,mg,sine,383,1e-09,15,5,w,3,1.3,sor,16,,4,1.222601e-11,1.972025e-06,5.57773e-06,340.86
cuda,3,double,mg,sine,383,1e-09,15,5,w,3,1.35,exact,,,4,1.713319e-10,1.972025e-06,5.57773e-06,364.002
cuda,3,double,mg,sine,383,1e-09,15,5,w,3,1.35,sor,16,,4,1.713312e-10,1.972025e-06,5.57773e-06,350.627
cuda,3,double,mg,sine,383,1e-09,15,5,w,3,1.4,exact,,,5,1.838183e-11,1.972025e-06,5.57773e-06,401.113
cuda,3,double,mg,sine,383,1e-09,15,5,w,3,1.4,sor,16,,5,1.837969e-11,1.972025e-06,5.57773e-06,404.065
cuda,3,double,mg,sine,383,1e-09,15,5,w,3,1.45,exact,,,5,3.361643e-10,1.972025e-06,5.57773e-06,405.444
cuda,3,double,mg,sine,383,1e-09,15,5,w,3,1.45,sor,16,,5,3.361589e-10,1.972025e-06,5.57773e-06,412.574
cuda,3,double,mg,sine,383,1e-09,15,5,w,3,1.5,exact,,,6,1.068613e-10,1.972025e-06,5.57773e-06,448.952
cuda,3,double,mg,sine,383,1e-09,15,5,w,3,1.5,sor,16,,6,1.068595e-10,1.972025e-06,5.57773e-06,451.083
cuda,3,double,mg,sine,383,1e-09,15,5,w,4,1.25,exact,,,3,7.327955e-12,1.972025e-06,5.57773e-06,368.35
cuda,3,double,mg,sine,383,1e-09,15,5,w,4,1.25,sor,1,,3,7.326968e-12,1.972025e-06,5.57773e-06,341.346
cuda,3,double,mg,sine,383,1e-09,15,5,w,4,1.25,sor,2,,3,7.32516e-12,1.972025e-06,5.57773e-06,348.562
cuda,3,double,mg,sine,383,1e-09,15,5,w,4,1.25,sor,4,,3,7.325151e-12,1.972025e-06,5.57773e-06,343.985
cuda,3,double,mg,sine,383,1e-09,15,5,w,4,1.25,sor,6,,3,7.321367e-12,1.972025e-06,5.57773e-06,352.541
cuda,3,double,mg,sine,383,1e-09,15,5,w,4,1.25,sor,8,,3,7.324638e-12,1.972025e-06,5.57773e-06,363.327
cuda,3,double,mg,sine,383,1e-09,15,5,w,4,1.25,sor,12,,3,7.324067e-12,1.972025e-06,5.57773e-06,377.869
cuda,3,double,mg,sine,383,1e-09,15,5,w,4,1.25,sor,16,,3,7.324779e-12,1.972025e-06,5.57773e-06,338.48
cuda,3,double,mg,sine,383,1e-09,15,5,w,5,1.25,exact,,,3,5.350417e-12,1.972025e-06,5.57773e-06,384.909
cuda,3,double,mg,sine,383,1e-09,15,5,w,5,1.25,sor,16,,3,5.351775e-12,1.972025e-06,5.57773e-06,363.835
cuda,3,double,sor,cosine,31,1e-09,10000,25,,,,,,,150,9.342657e-12,4.638968e-05,0.0001265027,7.221
cuda,3,double,sor,cosine,47,1e-09,10000,25,,,,,,,200,4.162247e-10,2.067525e-05,5.638025e-05,7.559
cuda,3,double,sor,cosine,63,1e-09,10000,25,,,,,,,300,2.411357e-11,1.164109e-05,3.174501e-05,11.132
cuda,3,double,sor,cosine,79,1e-09,10000,25,,,,,,,350,2.317813e-10,7.453623e-06,2.032606e-05,18.559
cuda,3,double,sor,cosine,95,1e-09,10000,25,,,,,,,450,4.598149e-11,5.17738e-06,1.411881e-05,26.618
cuda,3,double,sor,cosine,111,1e-09,10000,25,,,,,,,500,2.307122e-10,3.804344e-06,1.038034e-05,37.903
cuda,3,double,sor,cosine,127,1e-09,10000,25,,,,,,,550,7.87951e-10,2.912976e-06,7.951027e-06,54.243
cuda,3,double,sor,cosine,143,1e-09,10000,25,,,,,,,650,2.387899e-10,2.30176e-06,6.283903e-06,83.973
cuda,3,double,sor,cosine,159,1e-09,10000,25,,,,,,,700,6.725963e-10,1.864512e-06,5.090707e-06,118.172
cuda,3,double,sor,sine,31,1e-09,10000,25,,,,,,,150,9.292533e-11,0.0002841076,0.0008035777,5.881
cuda,3,double,sor,sine,47,1e-09,10000,25,,,,,,,250,6.00443e-12,0.0001262362,0.00035705,8.183
cuda,3,double,sor,sine,63,1e-09,10000,25,,,,,,,300,1.920464e-10,7.100123e-05,0.0002008218,11.638
cuda,3,double,sor,sine,79,1e-09,10000,25,,,,,,,400,3.607398e-11,4.543882e-05,0.0001285204,17.8
cuda,3,double,sor,sine,95,1e-09,10000,25,,,,,,,450,2.898352e-10,3.155399e-05,8.924816e-05,27.265
