dimension,case,mode,mode_key,cycle,coarse,omega,solver,backend,dtype,grid_size,iterations,residual_l2,error_l2,error_linf,time_ms,time_s,tol,max_iter,nu,converged,source
3,cosine,V-exact,v_exact,v,exact,1.25,mg,cuda,double,39,6,1.425020e-10,2.974325e-05,8.097870e-05,2.502000e+01,2.502000e-02,1.000000e-09,15,4,true,wrapper
3,cosine,V-exact,v_exact,v,exact,1.25,mg,cuda,double,47,6,1.617419e-10,2.067525e-05,5.638023e-05,1.510000e+00,1.510000e-03,1.000000e-09,15,4,true,wrapper
3,cosine,V-exact,v_exact,v,exact,1.25,mg,cuda,double,63,6,2.015957e-10,1.164108e-05,3.174499e-05,4.492000e+00,4.492000e-03,1.000000e-09,15,4,true,wrapper
3,cosine,V-exact,v_exact,v,exact,1.25,mg,cuda,double,79,6,2.735437e-10,7.453612e-06,2.032603e-05,2.785900e+01,2.785900e-02,1.000000e-09,15,4,true,wrapper
3,cosine,V-exact,v_exact,v,exact,1.25,mg,cuda,double,95,6,2.679285e-10,5.177369e-06,1.411878e-05,5.915000e+00,5.915000e-03,1.000000e-09,15,4,true,wrapper
3,cosine,V-exact,v_exact,v,exact,1.25,mg,cuda,double,127,6,2.908997e-10,2.912965e-06,7.950997e-06,1.537500e+01,1.537500e-02,1.000000e-09,15,4,true,wrapper
3,cosine,V-exact,v_exact,v,exact,1.25,mg,cuda,double,159,6,3.530493e-10,1.864499e-06,5.090669e-06,4.771600e+01,4.771600e-02,1.000000e-09,15,4,true,wrapper
3,cosine,V-exact,v_exact,v,exact,1.25,mg,cuda,double,191,6,3.452146e-10,1.294866e-06,3.535609e-06,5.756100e+01,5.756100e-02,1.000000e-09,15,4,true,wrapper
3,cosine,V-exact,v_exact,v,exact,1.25,mg,cuda,double,255,6,3.734173e-10,7.284013e-07,1.988743e-06,1.455200e+02,1.455200e-01,1.000000e-09,15,4,true,wrapper
3,cosine,V-exact,v_exact,v,exact,1.25,mg,cuda,double,319,6,4.374316e-10,4.661836e-07,1.272838e-06,2.820530e+02,2.820530e-01,1.000000e-09,15,4,true,wrapper
3,cosine,V-exact,v_exact,v,exact,1.25,mg,cuda,double,383,6,4.448331e-10,3.237407e-07,8.839715e-07,4.559060e+02,4.559060e-01,1.000000e-09,15,4,true,wrapper
3,cosine,V-SOR,v_sor,v,sor,1.25,mg,cuda,double,39,6,1.425024e-10,2.974325e-05,8.097870e-05,1.167000e+00,1.167000e-03,1.000000e-09,15,4,true,wrapper
3,cosine,V-SOR,v_sor,v,sor,1.25,mg,cuda,double,47,6,1.617417e-10,2.067525e-05,5.638023e-05,1.443000e+00,1.443000e-03,1.000000e-09,15,4,true,wrapper
3,cosine,V-SOR,v_sor,v,sor,1.25,mg,cuda,double,63,6,2.015948e-10,1.164108e-05,3.174499e-05,2.553000e+00,2.553000e-03,1.000000e-09,15,4,true,wrapper
3,cosine,V-SOR,v_sor,v,sor,1.25,mg,cuda,double,79,6,2.735439e-10,7.453612e-06,2.032603e-05,3.679000e+00,3.679000e-03,1.000000e-09,15,4,true,wrapper
3,cosine,V-SOR,v_sor,v,sor,1.25,mg,cuda,double,95,6,2.679291e-10,5.177369e-06,1.411878e-05,5.553000e+00,5.553000e-03,1.000000e-09,15,4,true,wrapper
3,cosine,V-SOR,v_sor,v,sor,1.25,mg,cuda,double,127,6,2.909020e-10,2.912965e-06,7.950997e-06,1.284200e+01,1.284200e-02,1.000000e-09,15,4,true,wrapper
3,cosine,V-SOR,v_sor,v,sor,1.25,mg,cuda,double,159,6,3.530476e-10,1.864499e-06,5.090669e-06,2.300200e+01,2.300200e-02,1.000000e-09,15,4,true,wrapper
3,cosine,V-SOR,v_sor,v,sor,1.25,mg,cuda,double,191,6,3.452155e-10,1.294866e-06,3.535609e-06,5.662000e+01,5.662000e-02,1.000000e-09,15,4,true,wrapper
3,cosine,V-SOR,v_sor,v,sor,1.25,mg,cuda,double,255,6,3.734160e-10,7.284013e-07,1.988743e-06,1.300740e+02,1.300740e-01,1.000000e-09,15,4,true,wrapper
3,cosine,V-SOR,v_sor,v,sor,1.25,mg,cuda,double,319,6,4.374285e-10,4.661836e-07,1.272838e-06,2.460240e+02,2.460240e-01,1.000000e-09,15,4,true,wrapper
3,cosine,V-SOR,v_sor,v,sor,1.25,mg,cuda,double,383,6,4.448324e-10,3.237407e-07,8.839715e-07,4.651570e+02,4.651570e-01,1.000000e-09,15,4,true,wrapper
3,cosine,W-exact,w_exact,w,exact,1.25,mg,cuda,double,39,6,1.050508e-11,2.974326e-05,8.097872e-05,9.036000e+01,9.036000e-02,1.000000e-09,15,4,true,wrapper
3,cosine,W-exact,w_exact,w,exact,1.25,mg,cuda,double,47,6,1.149070e-11,2.067525e-05,5.638025e-05,3.931000e+00,3.931000e-03,1.000000e-09,15,4,true,wrapper
3,cosine,W-exact,w_exact,w,exact,1.25,mg,cuda,double,63,6,1.138834e-11,1.164109e-05,3.174501e-05,2.239000e+01,2.239000e-02,1.000000e-09,15,4,true,wrapper
3,cosine,W-exact,w_exact,w,exact,1.25,mg,cuda,double,79,6,1.217817e-11,7.453623e-06,2.032606e-05,1.827190e+02,1.827190e-01,1.000000e-09,15,4,true,wrapper
3,cosine,W-exact,w_exact,w,exact,1.25,mg,cuda,double,95,6,1.311394e-11,5.177380e-06,1.411881e-05,1.228400e+01,1.228400e-02,1.000000e-09,15,4,true,wrapper
3,cosine,W-exact,w_exact,w,exact,1.25,mg,cuda,double,127,6,1.513388e-11,2.912976e-06,7.951028e-06,5.672000e+01,5.672000e-02,1.000000e-09,15,4,true,wrapper
3,cosine,W-exact,w_exact,w,exact,1.25,mg,cuda,double,159,6,1.721826e-11,1.864512e-06,5.090706e-06,3.898950e+02,3.898950e-01,1.000000e-09,15,4,true,wrapper
3,cosine,W-exact,w_exact,w,exact,1.25,mg,cuda,double,191,6,1.930984e-11,1.294878e-06,3.535643e-06,7.134200e+01,7.134200e-02,1.000000e-09,15,4,true,wrapper
3,cosine,W-exact,w_exact,w,exact,1.25,mg,cuda,double,255,6,2.348860e-11,7.284126e-07,1.988778e-06,2.232630e+02,2.232630e-01,1.000000e-09,15,4,true,wrapper
3,cosine,W-exact,w_exact,w,exact,1.25,mg,cuda,double,319,6,2.769090e-11,4.661970e-07,1.272877e-06,9.740340e+02,9.740340e-01,1.000000e-09,15,4,true,wrapper
3,cosine,W-exact,w_exact,w,exact,1.25,mg,cuda,double,383,6,3.190742e-11,3.237528e-07,8.840071e-07,5.289260e+02,5.289260e-01,1.000000e-09,15,4,true,wrapper
3,cosine,W-SOR,w_sor,w,sor,1.25,mg,cuda,double,39,6,1.050431e-11,2.974326e-05,8.097872e-05,2.110000e+00,2.110000e-03,1.000000e-09,15,4,true,wrapper
3,cosine,W-SOR,w_sor,w,sor,1.25,mg,cuda,double,47,6,1.149102e-11,2.067525e-05,5.638025e-05,3.488000e+00,3.488000e-03,1.000000e-09,15,4,true,wrapper
3,cosine,W-SOR,w_sor,w,sor,1.25,mg,cuda,double,63,6,1.138871e-11,1.164109e-05,3.174501e-05,5.143000e+00,5.143000e-03,1.000000e-09,15,4,true,wrapper
3,cosine,W-SOR,w_sor,w,sor,1.25,mg,cuda,double,79,6,1.217783e-11,7.453623e-06,2.032606e-05,6.737000e+00,6.737000e-03,1.000000e-09,15,4,true,wrapper
3,cosine,W-SOR,w_sor,w,sor,1.25,mg,cuda,double,95,6,1.311390e-11,5.177380e-06,1.411881e-05,1.111200e+01,1.111200e-02,1.000000e-09,15,4,true,wrapper
3,cosine,W-SOR,w_sor,w,sor,1.25,mg,cuda,double,127,6,1.513448e-11,2.912976e-06,7.951028e-06,1.832600e+01,1.832600e-02,1.000000e-09,15,4,true,wrapper
3,cosine,W-SOR,w_sor,w,sor,1.25,mg,cuda,double,159,6,1.721684e-11,1.864512e-06,5.090706e-06,3.150900e+01,3.150900e-02,1.000000e-09,15,4,true,wrapper
3,cosine,W-SOR,w_sor,w,sor,1.25,mg,cuda,double,191,6,1.930904e-11,1.294878e-06,3.535643e-06,6.884000e+01,6.884000e-02,1.000000e-09,15,4,true,wrapper
3,cosine,W-SOR,w_sor,w,sor,1.25,mg,cuda,double,255,6,2.348754e-11,7.284126e-07,1.988778e-06,1.540160e+02,1.540160e-01,1.000000e-09,15,4,true,wrapper
3,cosine,W-SOR,w_sor,w,sor,1.25,mg,cuda,double,319,6,2.769232e-11,4.661970e-07,1.272877e-06,2.689560e+02,2.689560e-01,1.000000e-09,15,4,true,wrapper
3,cosine,W-SOR,w_sor,w,sor,1.25,mg,cuda,double,383,6,3.190839e-11,3.237528e-07,8.840071e-07,5.207800e+02,5.207800e-01,1.000000e-09,15,4,true,wrapper
