Solver,N,Iterations,Time_s,L2_Error,Linf_Error
Jacobi,15,1384,3.247750e-04,7.711186e-05,1.399549e-04
Jacobi,23,3124,1.587742e-03,3.434560e-05,6.235903e-05
Jacobi,31,5562,4.860734e-03,1.933383e-05,3.508533e-05
Jacobi,47,12525,2.397482e-02,8.597384e-06,1.560913e-05
Jacobi,63,22277,7.713654e-02,4.836926e-06,8.785598e-06
Jacobi,95,50159,3.889073e-01,2.150027e-06,3.905453e-06
Jacobi,127,89299,1.237093e+00,1.209444e-06,2.196776e-06
RB GS,15,701,4.694440e-04,7.711186e-05,1.399549e-04
RB GS,23,1583,2.282940e-03,3.434560e-05,6.235903e-05
RB GS,31,2817,7.255761e-03,1.933383e-05,3.508533e-05
RB GS,47,6343,3.864981e-02,8.597386e-06,1.560914e-05
RB GS,63,11282,8.933681e-02,4.836927e-06,8.785601e-06
RB GS,95,25386,4.078726e-01,2.150029e-06,3.905456e-06
RB GS,127,45156,1.334707e+00,1.209446e-06,2.196779e-06
RB SOR,15,83,5.817800e-05,7.711186e-05,1.399549e-04
RB SOR,23,126,1.828660e-04,3.434560e-05,6.235904e-05
RB SOR,31,170,4.300740e-04,1.933384e-05,3.508534e-05
RB SOR,47,258,1.467625e-03,8.597389e-06,1.560914e-05
RB SOR,63,348,6.448644e-03,4.836930e-06,8.785607e-06
RB SOR,95,530,1.333111e-02,2.150032e-06,3.905463e-06
RB SOR,127,100000,2.979905e+00,1.209449e-06,2.196785e-06
MG V-cycle,15,15,2.021770e-04,7.711186e-05,1.399549e-04
MG V-cycle,23,16,2.594700e-04,3.434560e-05,6.235904e-05
MG V-cycle,31,16,3.309180e-04,1.933384e-05,3.508534e-05
MG V-cycle,47,17,6.047850e-04,8.597389e-06,1.560914e-05
MG V-cycle,63,17,8.747350e-04,4.836930e-06,8.785608e-06
MG V-cycle,95,18,3.310795e-03,2.150032e-06,3.905463e-06
MG V-cycle,127,18,4.258492e-03,1.209449e-06,2.196785e-06
MG W-cycle,15,13,5.059360e-04,7.711186e-05,1.399549e-04
MG W-cycle,23,13,9.231070e-04,3.434561e-05,6.235904e-05
MG W-cycle,31,13,1.116803e-03,1.933384e-05,3.508534e-05
MG W-cycle,47,13,2.245573e-03,8.597389e-06,1.560914e-05
MG W-cycle,63,13,2.911992e-03,4.836930e-06,8.785608e-06
MG W-cycle,95,13,5.855928e-03,2.150032e-06,3.905463e-06
MG W-cycle,127,14,8.412590e-03,1.209449e-06,2.196785e-06
