dimension,case,mode,mode_key,cycle,mg_coarse,omega,nu,solver,backend,dtype,grid_size,cells,iterations,residual_l2,error_l2,error_linf,time_ms,time_s,time_per_cell_us,throughput_cells_per_s,tol,max_iter,repeat_runs,converged,source
3,sine,MG V SOR,mg_v_sor,v,sor,1.25,3,mg,cuda,double,191,6967871,6,3.893510e-10,7.888114e-06,2.231095e-05,4.669800e+01,4.669800e-02,6.701904e-03,1.492113e+08,1.000000e-09,15,50,true,wrapper
3,sine,MG V SOR,mg_v_sor,v,sor,1.25,3,mg,cuda,double,255,16581375,6,5.019050e-10,4.436989e-06,1.254970e-05,1.099360e+02,1.099360e-01,6.630089e-03,1.508275e+08,1.000000e-09,15,50,true,wrapper
3,sine,MG V SOR,mg_v_sor,v,sor,1.25,3,mg,cuda,double,319,32461759,6,5.549778e-10,2.839624e-06,8.031670e-06,2.193460e+02,2.193460e-01,6.757058e-03,1.479934e+08,1.000000e-09,15,50,true,wrapper
3,sine,MG V SOR,mg_v_sor,v,sor,1.25,3,mg,cuda,double,383,56181887,6,3.900915e-10,1.971958e-06,5.577539e-06,3.987660e+02,3.987660e-01,7.097768e-03,1.408894e+08,1.000000e-09,15,50,true,wrapper
3,sine,MG W SOR,mg_w_sor,w,sor,1.25,3,mg,cuda,double,39,59319,4,6.397188e-10,1.817973e-04,5.142003e-04,1.256000e+00,1.256000e-03,2.117365e-02,4.722850e+07,1.000000e-09,15,50,true,wrapper
3,sine,MG W SOR,mg_w_sor,w,sor,1.25,3,mg,cuda,double,47,103823,4,2.301641e-10,1.262362e-04,3.570500e-04,2.010000e+00,2.010000e-03,1.935987e-02,5.165323e+07,1.000000e-09,15,50,true,wrapper
3,sine,MG W SOR,mg_w_sor,w,sor,1.25,3,mg,cuda,double,63,250047,4,4.757225e-11,7.100123e-05,2.008218e-04,2.877000e+00,2.877000e-03,1.150584e-02,8.691241e+07,1.000000e-09,15,50,true,wrapper
3,sine,MG W SOR,mg_w_sor,w,sor,1.25,3,mg,cuda,double,79,493039,4,1.460409e-11,4.543882e-05,1.285204e-04,3.996000e+00,3.996000e-03,8.104836e-03,1.233831e+08,1.000000e-09,15,50,true,wrapper
3,sine,MG W SOR,mg_w_sor,w,sor,1.25,3,mg,cuda,double,95,857375,4,5.730415e-12,3.155399e-05,8.924816e-05,6.493000e+00,6.493000e-03,7.573116e-03,1.320460e+08,1.000000e-09,15,50,true,wrapper
3,sine,MG W SOR,mg_w_sor,w,sor,1.25,3,mg,cuda,double,127,2048383,4,1.466624e-12,1.774870e-05,5.020092e-05,1.119800e+01,1.119800e-02,5.466751e-03,1.829240e+08,1.000000e-09,15,50,true,wrapper
3,sine,MG W SOR,mg_w_sor,w,sor,1.25,3,mg,cuda,double,159,4019679,4,9.796234e-13,1.135905e-05,3.212824e-05,1.804300e+01,1.804300e-02,4.488667e-03,2.227833e+08,1.000000e-09,15,50,true,wrapper
3,sine,MG W SOR,mg_w_sor,w,sor,1.25,3,mg,cuda,double,191,6967871,4,1.356911e-12,7.888181e-06,2.231114e-05,4.399600e+01,4.399600e-02,6.314124e-03,1.583751e+08,1.000000e-09,15,50,true,wrapper
3,sine,MG W SOR,mg_w_sor,w,sor,1.25,3,mg,cuda,double,255,16581375,3,8.081861e-10,4.437075e-06,1.254994e-05,8.327000e+01,8.327000e-02,5.021900e-03,1.991278e+08,1.000000e-09,15,50,true,wrapper
3,sine,MG W SOR,mg_w_sor,w,sor,1.25,3,mg,cuda,double,319,32461759,3,6.399808e-10,2.839720e-06,8.031942e-06,1.548030e+02,1.548030e-01,4.768780e-03,2.096972e+08,1.000000e-09,15,50,true,wrapper
3,sine,MG W SOR,mg_w_sor,w,sor,1.25,3,mg,cuda,double,383,56181887,3,5.715315e-10,1.972025e-06,5.577730e-06,2.914640e+02,2.914640e-01,5.187864e-03,1.927576e+08,1.000000e-09,15,50,true,wrapper
